transaction_id,customer_id,product_id,category,revenue,quantity,date,region,channel
T00647,C0039,P018,Sports,145.72,5,2026-03-20 00:07:25.128395,East,Mobile
T00648,C0014,P021,Electronics,36.79,1,2026-03-20 06:07:25.128395,West,Retail
T00649,C0095,P042,Clothing,146.39,1,2026-03-20 12:07:25.128395,North,Mobile
T00650,C0005,P036,Sports,70.67,3,2026-03-20 18:07:25.128395,North,Online
T00651,C0035,P041,Clothing,179.53,2,2026-03-21 00:07:25.128395,North,Mobile
T00652,C0087,P038,Books,78.41,4,2026-03-21 06:07:25.128395,East,Online
T00653,C0093,P034,Books,12.41,4,2026-03-21 12:07:25.128395,West,Mobile
T00654,C0075,P017,Books,100.02,2,2026-03-21 18:07:25.128395,East,Mobile
T00655,C0018,P037,Electronics,13.67,1,2026-03-22 00:07:25.128395,East,Retail
T00656,C0076,P025,Books,57.91,3,2026-03-22 06:07:25.128395,North,Online
T00657,C0009,P038,Sports,222.09,3,2026-03-22 12:07:25.128395,East,Retail
T00658,C0074,P012,Clothing,24.45,4,2026-03-22 18:07:25.128395,South,Online
T00659,C0058,P023,Food,49.53,3,2026-03-23 00:07:25.128395,East,Mobile
T00660,C0017,P042,Sports,114.71,2,2026-03-23 06:07:25.128395,South,Online
T00661,C0007,P022,Sports,181.14,1,2026-03-23 12:07:25.128395,East,Retail
T00662,C0046,P021,Books,98.92,2,2026-03-23 18:07:25.128395,West,Retail
T00663,C0013,P027,Electronics,33.89,5,2026-03-24 00:07:25.128395,West,Retail
T00664,C0040,P031,Clothing,99.82,4,2026-03-24 06:07:25.128395,North,Online
T00665,C0042,P006,Electronics,38.16,3,2026-03-24 12:07:25.128395,East,Retail
T00666,C0009,P027,Clothing,111.39,5,2026-03-24 18:07:25.128395,South,Retail
T00667,C0050,P040,Clothing,256.39,3,2026-03-25 00:07:25.128395,South,Retail
T00668,C0027,P034,Electronics,112.24,1,2026-03-25 06:07:25.128395,East,Mobile
T00669,C0066,P012,Sports,168.95,1,2026-03-25 12:07:25.128395,South,Mobile
T00670,C0005,P045,Clothing,10.17,1,2026-03-25 18:07:25.128395,West,Online
T00671,C0029,P007,Electronics,111.15,3,2026-03-26 00:07:25.128395,South,Online
T00672,C0037,P010,Clothing,151.56,5,2026-03-26 06:07:25.128395,North,Retail
T00673,C0038,P045,Food,13.31,1,2026-03-26 12:07:25.128395,West,Mobile
T00674,C0083,P017,Sports,174.21,5,2026-03-26 18:07:25.128395,West,Retail
T00675,C0008,P026,Books,33.73,3,2026-03-27 00:07:25.128395,West,Retail
T00676,C0065,P021,Clothing,97.56,5,2026-03-27 06:07:25.128395,East,Mobile
T00677,C0086,P028,Food,138.9,3,2026-03-27 12:07:25.128395,East,Mobile
T00678,C0017,P046,Books,96.93,3,2026-03-27 18:07:25.128395,West,Mobile
T00679,C0071,P002,Books,17.75,4,2026-03-28 00:07:25.128395,East,Online
T00680,C0089,P043,Clothing,82.57,3,2026-03-28 06:07:25.128395,South,Online
T00681,C0045,P001,Electronics,73.81,3,2026-03-28 12:07:25.128395,East,Retail
T00682,C0004,P036,Clothing,194.46,2,2026-03-28 18:07:25.128395,East,Online
T00683,C0036,P026,Food,51.43,1,2026-03-29 00:07:25.128395,West,Mobile
T00684,C0070,P029,Books,40.98,4,2026-03-29 06:07:25.128395,North,Mobile
T00685,C0031,P021,Clothing,120.86,4,2026-03-29 12:07:25.128395,North,Online
T00686,C0019,P011,Electronics,52.57,4,2026-03-29 18:07:25.128395,North,Retail
T00687,C0061,P040,Clothing,93.1,2,2026-03-30 00:07:25.128395,South,Retail
T00688,C0054,P011,Sports,93.18,3,2026-03-30 06:07:25.128395,East,Online
T00689,C0039,P036,Electronics,185.17,1,2026-03-30 12:07:25.128395,North,Retail
T00690,C0091,P049,Food,83.04,5,2026-03-30 18:07:25.128395,West,Retail
T00691,C0074,P039,Books,65.8,3,2026-03-31 00:07:25.128395,North,Retail
T00692,C0090,P040,Clothing,21.96,2,2026-03-31 06:07:25.128395,North,Mobile
T00693,C0019,P035,Electronics,19.84,3,2026-03-31 12:07:25.128395,East,Mobile
T00694,C0039,P034,Sports,23.41,3,2026-03-31 18:07:25.128395,East,Online
T00695,C0067,P047,Electronics,25.08,2,2026-04-01 00:07:25.128395,East,Mobile
T00696,C0045,P024,Sports,91.26,4,2026-04-01 06:07:25.128395,South,Retail
T00697,C0013,P022,Food,118.07,4,2026-04-01 12:07:25.128395,South,Mobile
T00698,C0092,P005,Books,70.4,1,2026-04-01 18:07:25.128395,North,Online
T00699,C0058,P033,Food,151.3,1,2026-04-02 00:07:25.128395,East,Mobile
T00700,C0020,P036,Clothing,389.22,4,2026-04-02 06:07:25.128395,North,Retail
T00701,C0092,P047,Electronics,147.19,5,2026-04-02 12:07:25.128395,West,Retail
T00702,C0072,P020,Sports,104.96,3,2026-04-02 18:07:25.128395,West,Online
T00703,C0061,P019,Sports,70.83,5,2026-04-03 00:07:25.128395,East,Mobile
T00704,C0039,P035,Electronics,57.66,3,2026-04-03 06:07:25.128395,East,Mobile
T00705,C0001,P043,Electronics,17.05,4,2026-04-03 12:07:25.128395,West,Mobile
T00706,C0003,P017,Clothing,50.78,1,2026-04-03 18:07:25.128395,East,Retail
T00707,C0077,P045,Food,202.76,1,2026-04-04 00:07:25.128395,South,Online
T00708,C0092,P043,Sports,142.03,5,2026-04-04 06:07:25.128395,South,Mobile
T00709,C0062,P034,Clothing,29.47,1,2026-04-04 12:07:25.128395,East,Retail
T00710,C0063,P009,Food,60.28,4,2026-04-04 18:07:25.128395,West,Retail
T00711,C0025,P026,Clothing,145.74,5,2026-04-05 00:07:25.128395,North,Retail
T00712,C0056,P002,Sports,15.58,3,2026-04-05 06:07:25.128395,East,Mobile
T00713,C0033,P009,Electronics,49.2,1,2026-04-05 12:07:25.128395,East,Mobile
T00714,C0038,P009,Electronics,162.76,2,2026-04-05 18:07:25.128395,North,Mobile
T00715,C0006,P040,Food,51.39,1,2026-04-06 00:07:25.128395,East,Mobile
T00716,C0058,P017,Books,16.46,3,2026-04-06 06:07:25.128395,North,Mobile
T00717,C0044,P001,Food,72.56,5,2026-04-06 12:07:25.128395,West,Mobile
T00718,C0045,P025,Books,168.29,3,2026-04-06 18:07:25.128395,South,Mobile
T00719,C0032,P043,Clothing,81.38,2,2026-04-07 00:07:25.128395,West,Mobile
T00720,C0045,P040,Clothing,30.52,4,2026-04-07 06:07:25.128395,South,Mobile
T00721,C0061,P042,Sports,48.79,1,2026-04-07 12:07:25.128395,North,Retail
T00722,C0047,P025,Books,57.84,5,2026-04-07 18:07:25.128395,South,Mobile
T00723,C0021,P039,Sports,79.26,4,2026-04-08 00:07:25.128395,West,Online
T00724,C0080,P035,Electronics,123.95,3,2026-04-08 06:07:25.128395,South,Retail
T00725,C0085,P003,Books,18.33,5,2026-04-08 12:07:25.128395,North,Mobile
T00726,C0075,P050,Food,186.33,4,2026-04-08 18:07:25.128395,South,Online
T00727,C0036,P037,Electronics,10.99,5,2026-04-09 00:07:25.128395,East,Mobile
T00728,C0099,P044,Electronics,46.97,2,2026-04-09 06:07:25.128395,West,Online
T00729,C0019,P044,Food,12.22,2,2026-04-09 12:07:25.128395,East,Online
T00730,C0020,P030,Electronics,49.93,1,2026-04-09 18:07:25.128395,North,Online
T00731,C0057,P038,Books,69.69,1,2026-04-10 00:07:25.128395,South,Online
T00732,C0018,P034,Sports,67.34,2,2026-04-10 06:07:25.128395,East,Retail
T00733,C0047,P012,Electronics,24.49,5,2026-04-10 12:07:25.128395,East,Retail
T00734,C0049,P019,Books,93.02,2,2026-04-10 18:07:25.128395,South,Online
T00735,C0014,P037,Clothing,13.66,1,2026-04-11 00:07:25.128395,South,Mobile
T00736,C0015,P044,Books,124.81,2,2026-04-11 06:07:25.128395,West,Online
T00737,C0031,P049,Sports,244.46,2,2026-04-11 12:07:25.128395,East,Retail
T00738,C0001,P017,Books,43.21,5,2026-04-11 18:07:25.128395,East,Mobile
T00739,C0054,P010,Food,68.26,4,2026-04-12 00:07:25.128395,North,Retail
T00740,C0003,P049,Sports,48.1,1,2026-04-12 06:07:25.128395,West,Retail
T00741,C0016,P047,Clothing,10.54,5,2026-04-12 12:07:25.128395,North,Mobile
T00742,C0087,P012,Food,49.0,2,2026-04-12 18:07:25.128395,East,Online
T00743,C0057,P016,Books,135.51,2,2026-04-13 00:07:25.128395,North,Online
T00744,C0075,P024,Sports,82.51,4,2026-04-13 06:07:25.128395,East,Online
T00745,C0012,P019,Clothing,18.54,1,2026-04-13 12:07:25.128395,East,Online
T00746,C0074,P008,Food,160.26,1,2026-04-13 18:07:25.128395,North,Mobile
T00747,C0096,P031,Clothing,70.59,3,2026-04-14 00:07:25.128395,North,Mobile
T00748,C0016,P021,Books,157.47,1,2026-04-14 06:07:25.128395,South,Mobile
T00749,C0072,P017,Clothing,79.44,4,2026-04-14 12:07:25.128395,South,Retail
T00750,C0076,P023,Electronics,75.62,3,2026-04-14 18:07:25.128395,South,Mobile
T00751,C0024,P037,Food,18.9,3,2026-04-15 00:07:25.128395,East,Online
T00752,C0028,P016,Clothing,24.65,2,2026-04-15 06:07:25.128395,North,Retail
T00753,C0008,P006,Books,296.12,2,2026-04-15 12:07:25.128395,West,Online
T00754,C0092,P008,Books,30.75,1,2026-04-15 18:07:25.128395,East,Online
T00755,C0036,P025,Clothing,313.37,3,2026-04-16 00:07:25.128395,West,Mobile
T00756,C0090,P018,Books,70.73,2,2026-04-16 06:07:25.128395,North,Mobile
T00757,C0008,P025,Sports,21.68,4,2026-04-16 12:07:25.128395,East,Online
T00758,C0058,P012,Sports,18.37,2,2026-04-16 18:07:25.128395,West,Online
T00759,C0060,P015,Sports,28.74,2,2026-04-17 00:07:25.128395,West,Retail
T00760,C0050,P026,Electronics,217.9,3,2026-04-17 06:07:25.128395,South,Mobile
T00761,C0028,P041,Clothing,52.78,3,2026-04-17 12:07:25.128395,South,Retail
T00762,C0092,P045,Electronics,50.26,5,2026-04-17 18:07:25.128395,South,Retail
T00763,C0041,P026,Books,40.06,4,2026-04-18 00:07:25.128395,East,Retail
T00764,C0100,P047,Electronics,22.73,3,2026-04-18 06:07:25.128395,North,Online
T00765,C0064,P032,Books,63.53,1,2026-04-18 12:07:25.128395,North,Retail
T00766,C0027,P010,Books,21.15,4,2026-04-18 18:07:25.128395,South,Retail
T00767,C0063,P016,Food,154.38,4,2026-04-19 00:07:25.128395,South,Online
T00768,C0017,P007,Sports,47.01,3,2026-04-19 06:07:25.128395,South,Mobile
T00769,C0073,P017,Books,47.58,4,2026-04-19 12:07:25.128395,West,Mobile
T00770,C0033,P023,Food,61.4,3,2026-04-19 18:07:25.128395,South,Retail
T00771,C0084,P026,Sports,56.98,2,2026-04-20 00:07:25.128395,West,Online
T00772,C0077,P021,Books,431.62,5,2026-04-20 06:07:25.128395,North,Mobile
T00773,C0092,P022,Books,73.06,2,2026-04-20 12:07:25.128395,East,Retail
T00774,C0029,P007,Electronics,17.39,3,2026-04-20 18:07:25.128395,East,Retail
T00775,C0013,P014,Electronics,84.69,3,2026-04-21 00:07:25.128395,East,Online
T00776,C0046,P015,Sports,23.15,2,2026-04-21 06:07:25.128395,East,Retail
T00777,C0035,P007,Books,12.51,1,2026-04-21 12:07:25.128395,West,Mobile
T00778,C0006,P009,Clothing,292.53,1,2026-04-21 18:07:25.128395,West,Online
T00779,C0082,P048,Electronics,128.81,1,2026-04-22 00:07:25.128395,South,Mobile
T00780,C0069,P008,Sports,323.4,3,2026-04-22 06:07:25.128395,West,Mobile
T00781,C0047,P050,Books,61.99,4,2026-04-22 12:07:25.128395,South,Mobile
T00782,C0025,P023,Books,70.79,3,2026-04-22 18:07:25.128395,South,Retail
T00783,C0066,P029,Clothing,24.75,4,2026-04-23 00:07:25.128395,East,Retail
T00784,C0010,P018,Sports,32.69,2,2026-04-23 06:07:25.128395,West,Mobile
T00785,C0056,P031,Books,155.88,5,2026-04-23 12:07:25.128395,West,Mobile
T00786,C0030,P030,Electronics,45.23,4,2026-04-23 18:07:25.128395,South,Online
T00787,C0005,P039,Clothing,150.27,1,2026-04-24 00:07:25.128395,South,Online
T00788,C0033,P035,Sports,108.76,3,2026-04-24 06:07:25.128395,North,Retail
T00789,C0065,P018,Clothing,25.6,2,2026-04-24 12:07:25.128395,North,Retail
T00790,C0018,P042,Electronics,66.65,1,2026-04-24 18:07:25.128395,South,Online
T00791,C0096,P039,Sports,100.5,2,2026-04-25 00:07:25.128395,North,Mobile
T00792,C0049,P017,Clothing,31.43,5,2026-04-25 06:07:25.128395,North,Retail
T00793,C0011,P014,Food,152.08,3,2026-04-25 12:07:25.128395,South,Mobile
T00794,C0085,P031,Electronics,72.97,3,2026-04-25 18:07:25.128395,South,Online
T00795,C0026,P024,Electronics,24.45,5,2026-04-26 00:07:25.128395,West,Retail
T00796,C0063,P035,Electronics,79.97,3,2026-04-26 06:07:25.128395,South,Retail
T00797,C0089,P044,Food,662.71,4,2026-04-26 12:07:25.128395,South,Online
T00798,C0086,P045,Food,23.05,2,2026-04-26 18:07:25.128395,East,Retail
T00799,C0059,P034,Books,145.76,1,2026-04-27 00:07:25.128395,West,Online
